time,station,part,family,type,activity
2022-01-02T09:43:00.000000000+00:00,Sterilizer,HUBU-URG.005-6.0,KIT,HUBU,ENTER
2022-01-02T11:05:00.000000000+00:00,Sterilizer,HUBU-URG.005-6.0,KIT,HUBU,EXIT
2022-01-02T11:05:00.000000000+00:00,Storage,HUBU-URG.005-6.0,KIT,HUBU,ENTER
2022-01-02T11:10:00.000000000+00:00,Storage,HUBU-URG.005-6.0,KIT,HUBU,EXIT
2022-01-02T11:10:00.000000000+00:00,Hospital,HUBU-URG.005-6.0,KIT,HUBU,ENTER
2022-01-02T19:55:00.000000000+00:00,Storage,EQP-QUI.URO.010-3.0,KIT,EQP,EXIT
2022-01-02T19:55:00.000000000+00:00,Hospital,EQP-QUI.URO.010-3.0,KIT,EQP,ENTER
2022-01-02T21:15:00.000000000+00:00,Hospital Source,HNB-CG.007-2.0,KIT,HNB,EXIT
2022-01-02T21:15:00.000000000+00:00,Hospital Source,HNB-GIN.014-8.0,KIT,HNB,ENTER
2022-01-02T21:21:00.000000000+00:00,Cleaning Station,HNB-CG.007-2.0,KIT,HNB,ENTER
2022-01-02T21:21:00.000000000+00:00,Cleaning Station,HNB-CG.007-2.0,KIT,HNB,EXIT
2022-01-02T21:21:00.000000000+00:00,Washer,HNB-CG.007-2.0,KIT,HNB,ENTER
2022-01-03T07:31:00.000000000+00:00,Washer,HNB-CG.007-2.0,KIT,HNB,EXIT
2022-01-03T07:37:00.000000000+00:00,Hospital Source,HNB-GIN.014-8.0,KIT,HNB,EXIT
2022-01-03T07:37:00.000000000+00:00,Hospital Source,HNB-CG.003-1.0,KIT,HNB,ENTER
2022-01-03T07:37:00.000000000+00:00,Hospital Source,HNB-CG.003-1.0,KIT,HNB,EXIT
2022-01-03T07:37:00.000000000+00:00,Hospital Source,HNB-URO.003-1.0,KIT,HNB,ENTER
2022-01-03T07:44:00.000000000+00:00,Inspection and Assembly Station,HNB-CG.007-2.0,KIT,HNB,ENTER
2022-01-03T07:48:00.000000000+00:00,Inspection and Assembly Station,HNB-CG.007-2.0,KIT,HNB,EXIT
2022-01-03T07:57:00.000000000+00:00,Cleaning Station,HNB-CG.003-1.0,KIT,HNB,ENTER
2022-01-03T07:57:00.000000000+00:00,Cleaning Station,HNB-CG.003-1.0,KIT,HNB,EXIT
2022-01-03T07:57:00.000000000+00:00,Cleaning Station,HNB-GIN.014-8.0,KIT,HNB,ENTER
2022-01-03T07:57:00.000000000+00:00,Cleaning Station,HNB-GIN.014-8.0,KIT,HNB,EXIT
2022-01-03T07:59:00.000000000+00:00,Washer,HNB-CG.003-1.0,KIT,HNB,ENTER
2022-01-03T07:59:00.000000000+00:00,Washer,HNB-GIN.014-8.0,KIT,HNB,ENTER
2022-01-03T09:12:00.000000000+00:00,Washer,HNB-CG.003-1.0,KIT,HNB,EXIT
2022-01-03T09:12:00.000000000+00:00,Washer,HNB-GIN.014-8.0,KIT,HNB,EXIT
2022-01-03T09:14:00.000000000+00:00,Inspection and Assembly Station,HNB-CG.003-1.0,KIT,HNB,ENTER
2022-01-03T09:17:00.000000000+00:00,Inspection and Assembly Station,HNB-CG.003-1.0,KIT,HNB,EXIT
2022-01-03T09:18:00.000000000+00:00,Inspection and Assembly Station,HNB-GIN.014-8.0,KIT,HNB,ENTER
2022-01-03T09:19:00.000000000+00:00,Inspection and Assembly Station,HNB-GIN.014-8.0,KIT,HNB,EXIT
2022-01-03T09:27:00.000000000+00:00,Sterilizer,HNB-GIN.014-8.0,KIT,HNB,ENTER
2022-01-03T09:27:00.000000000+00:00,Sterilizer,HNB-CG.003-1.0,KIT,HNB,ENTER
2022-01-03T09:27:00.000000000+00:00,Sterilizer,HNB-CG.007-2.0,KIT,HNB,ENTER
2022-01-03T10:50:00.000000000+00:00,Hospital Source,HNB-URO.003-1.0,KIT,HNB,EXIT
2022-01-03T10:50:00.000000000+00:00,Hospital Source,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,ENTER
2022-01-03T10:56:00.000000000+00:00,Cleaning Station,HNB-URO.003-1.0,KIT,HNB,ENTER
2022-01-03T10:56:00.000000000+00:00,Cleaning Station,HNB-URO.003-1.0,KIT,HNB,EXIT
2022-01-03T10:58:00.000000000+00:00,Washer,HNB-URO.003-1.0,KIT,HNB,ENTER
2022-01-03T11:21:00.000000000+00:00,Hospital Source,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,EXIT
2022-01-03T11:21:00.000000000+00:00,Hospital Source,HNB-NC.003-1.0,KIT,HNB,ENTER
2022-01-03T11:40:00.000000000+00:00,Cleaning Station,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,ENTER
2022-01-03T11:40:00.000000000+00:00,Cleaning Station,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,EXIT
2022-01-03T11:56:00.000000000+00:00,Washer,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,ENTER
2022-01-03T12:05:00.000000000+00:00,Sterilizer,HNB-GIN.014-8.0,KIT,HNB,EXIT
2022-01-03T12:05:00.000000000+00:00,Sterilizer,HNB-CG.003-1.0,KIT,HNB,EXIT
2022-01-03T12:05:00.000000000+00:00,Sterilizer,HNB-CG.007-2.0,KIT,HNB,EXIT
2022-01-03T12:05:00.000000000+00:00,Storage,HNB-CG.007-2.0,KIT,HNB,ENTER
2022-01-03T12:05:00.000000000+00:00,Storage,HNB-GIN.014-8.0,KIT,HNB,ENTER
2022-01-03T12:05:00.000000000+00:00,Storage,HNB-CG.003-1.0,KIT,HNB,ENTER
2022-01-03T12:07:00.000000000+00:00,Washer,HNB-URO.003-1.0,KIT,HNB,EXIT
2022-01-03T12:36:00.000000000+00:00,Inspection and Assembly Station,HNB-URO.003-1.0,KIT,HNB,ENTER
2022-01-03T12:49:00.000000000+00:00,Hospital Source,HNB-NC.003-1.0,KIT,HNB,EXIT
2022-01-03T12:49:00.000000000+00:00,Hospital Source,HNB-URO.002-2.0,KIT,HNB,ENTER
2022-01-03T12:56:00.000000000+00:00,Inspection and Assembly Station,HNB-URO.003-1.0,KIT,HNB,EXIT
2022-01-03T13:02:00.000000000+00:00,Cleaning Station,HNB-NC.003-1.0,KIT,HNB,ENTER
2022-01-03T13:02:00.000000000+00:00,Cleaning Station,HNB-NC.003-1.0,KIT,HNB,EXIT
2022-01-03T13:23:00.000000000+00:00,Hospital Source,HNB-URO.002-2.0,KIT,HNB,EXIT
2022-01-03T13:23:00.000000000+00:00,Hospital Source,EQP-QUI.URO.005-2.0,KIT,EQP,ENTER
2022-01-03T13:25:00.000000000+00:00,Washer,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,EXIT
2022-01-03T13:30:00.000000000+00:00,Cleaning Station,HNB-URO.002-2.0,KIT,HNB,ENTER
2022-01-03T13:30:00.000000000+00:00,Cleaning Station,HNB-URO.002-2.0,KIT,HNB,EXIT
2022-01-03T13:34:00.000000000+00:00,Washer,HNB-URO.002-2.0,KIT,HNB,ENTER
2022-01-03T13:35:00.000000000+00:00,Inspection and Assembly Station,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,ENTER
2022-01-03T13:35:00.000000000+00:00,Inspection and Assembly Station,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,EXIT
2022-01-03T13:35:00.000000000+00:00,Sterilizer,HNB-URO.003-1.0,KIT,HNB,ENTER
2022-01-03T13:57:00.000000000+00:00,Hospital Source,EQP-QUI.URO.005-2.0,KIT,EQP,EXIT
2022-01-03T13:57:00.000000000+00:00,Hospital Source,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,ENTER
2022-01-03T13:57:00.000000000+00:00,Hospital Source,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,EXIT
2022-01-03T13:57:00.000000000+00:00,Hospital Source,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-03T14:01:00.000000000+00:00,Cleaning Station,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,ENTER
2022-01-03T14:01:00.000000000+00:00,Cleaning Station,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,EXIT
2022-01-03T14:03:00.000000000+00:00,Washer,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,ENTER
2022-01-03T14:03:00.000000000+00:00,Washer,HNB-NC.003-1.0,KIT,HNB,ENTER
2022-01-03T14:09:00.000000000+00:00,Cleaning Station,EQP-QUI.URO.005-2.0,KIT,EQP,ENTER
2022-01-03T14:09:00.000000000+00:00,Cleaning Station,EQP-QUI.URO.005-2.0,KIT,EQP,EXIT
2022-01-03T14:09:00.000000000+00:00,Sterilizer,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,ENTER
2022-01-03T14:31:00.000000000+00:00,Washer,EQP-QUI.URO.005-2.0,KIT,EQP,ENTER
2022-01-03T14:52:00.000000000+00:00,Washer,HNB-URO.002-2.0,KIT,HNB,EXIT
2022-01-03T15:21:00.000000000+00:00,Sterilizer,HNB-URO.003-1.0,KIT,HNB,EXIT
2022-01-03T15:21:00.000000000+00:00,Storage,HNB-URO.003-1.0,KIT,HNB,ENTER
2022-01-03T15:22:00.000000000+00:00,Washer,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,EXIT
2022-01-03T15:22:00.000000000+00:00,Washer,HNB-NC.003-1.0,KIT,HNB,EXIT
2022-01-03T15:38:00.000000000+00:00,Inspection and Assembly Station,HNB-URO.002-2.0,KIT,HNB,ENTER
2022-01-03T15:42:00.000000000+00:00,Washer,EQP-QUI.URO.005-2.0,KIT,EQP,EXIT
2022-01-03T15:42:00.000000000+00:00,Inspection and Assembly Station,HNB-URO.002-2.0,KIT,HNB,EXIT
2022-01-03T15:48:00.000000000+00:00,Inspection and Assembly Station,HNB-NC.003-1.0,KIT,HNB,ENTER
2022-01-03T15:52:00.000000000+00:00,Inspection and Assembly Station,HNB-NC.003-1.0,KIT,HNB,EXIT
2022-01-03T15:57:00.000000000+00:00,Inspection and Assembly Station,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,ENTER
2022-01-03T15:58:00.000000000+00:00,Hospital Source,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-03T15:58:00.000000000+00:00,Hospital Source,HNB-GIN.015-3.0,KIT,HNB,ENTER
2022-01-03T15:58:00.000000000+00:00,Inspection and Assembly Station,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,EXIT
2022-01-03T16:02:00.000000000+00:00,Sterilizer,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,EXIT
2022-01-03T16:02:00.000000000+00:00,Storage,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,ENTER
2022-01-03T16:08:00.000000000+00:00,Cleaning Station,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-03T16:08:00.000000000+00:00,Cleaning Station,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-03T16:08:00.000000000+00:00,Washer,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-03T16:09:00.000000000+00:00,Sterilizer,HNB-URO.002-2.0,KIT,HNB,ENTER
2022-01-03T16:09:00.000000000+00:00,Sterilizer,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,ENTER
2022-01-03T16:11:00.000000000+00:00,Inspection and Assembly Station,EQP-QUI.URO.005-2.0,KIT,EQP,ENTER
2022-01-03T16:13:00.000000000+00:00,Inspection and Assembly Station,EQP-QUI.URO.005-2.0,KIT,EQP,EXIT
2022-01-03T16:48:00.000000000+00:00,Sterilizer,EQP-QUI.URO.005-2.0,KIT,EQP,ENTER
2022-01-03T17:10:00.000000000+00:00,Washer,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-03T17:14:00.000000000+00:00,Inspection and Assembly Station,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-03T17:14:00.000000000+00:00,Inspection and Assembly Station,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-03T17:36:00.000000000+00:00,Sterilizer,HNB-NC.003-1.0,KIT,HNB,ENTER
2022-01-03T17:37:00.000000000+00:00,Sterilizer,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-03T17:58:00.000000000+00:00,Sterilizer,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,EXIT
2022-01-03T17:58:00.000000000+00:00,Storage,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,ENTER
2022-01-03T17:58:00.000000000+00:00,Sterilizer,HNB-URO.002-2.0,KIT,HNB,EXIT
2022-01-03T17:58:00.000000000+00:00,Storage,HNB-URO.002-2.0,KIT,HNB,ENTER
2022-01-03T18:19:00.000000000+00:00,Sterilizer,EQP-QUI.URO.005-2.0,KIT,EQP,EXIT
2022-01-03T18:19:00.000000000+00:00,Storage,EQP-QUI.URO.005-2.0,KIT,EQP,ENTER
2022-01-03T19:21:00.000000000+00:00,Hospital Source,HNB-GIN.015-3.0,KIT,HNB,EXIT
2022-01-03T19:21:00.000000000+00:00,Hospital Source,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,ENTER
2022-01-03T19:23:00.000000000+00:00,Sterilizer,HNB-NC.003-1.0,KIT,HNB,EXIT
2022-01-03T19:23:00.000000000+00:00,Sterilizer,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-03T19:23:00.000000000+00:00,Storage,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-03T19:23:00.000000000+00:00,Storage,HNB-NC.003-1.0,KIT,HNB,ENTER
2022-01-03T19:38:00.000000000+00:00,Storage,HNB-GIN.014-8.0,KIT,HNB,EXIT
2022-01-03T19:38:00.000000000+00:00,Hospital,HNB-GIN.014-8.0,KIT,HNB,ENTER
2022-01-03T19:39:00.000000000+00:00,Cleaning Station,HNB-GIN.015-3.0,KIT,HNB,ENTER
2022-01-03T19:39:00.000000000+00:00,Cleaning Station,HNB-GIN.015-3.0,KIT,HNB,EXIT
2022-01-03T19:39:00.000000000+00:00,Washer,HNB-GIN.015-3.0,KIT,HNB,ENTER
2022-01-03T20:01:00.000000000+00:00,Storage,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-03T20:01:00.000000000+00:00,Storage,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,EXIT
2022-01-03T20:01:00.000000000+00:00,Storage,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,EXIT
2022-01-03T20:01:00.000000000+00:00,Storage,HNB-NC.003-1.0,KIT,HNB,EXIT
2022-01-03T20:01:00.000000000+00:00,Hospital,DEP-QUI.TRA.ZIMMER-30.0,KIT,DEP,ENTER
2022-01-03T20:01:00.000000000+00:00,Hospital,DEP-QUI.TRA.STRYK-19.0,KIT,DEP,ENTER
2022-01-03T20:01:00.000000000+00:00,Hospital,HNB-NC.003-1.0,KIT,HNB,ENTER
2022-01-03T20:01:00.000000000+00:00,Hospital,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-03T20:02:00.000000000+00:00,Storage,HNB-URO.003-1.0,KIT,HNB,EXIT
2022-01-03T20:02:00.000000000+00:00,Storage,EQP-QUI.URO.005-2.0,KIT,EQP,EXIT
2022-01-03T20:02:00.000000000+00:00,Hospital,HNB-URO.003-1.0,KIT,HNB,ENTER
2022-01-03T20:02:00.000000000+00:00,Hospital,EQP-QUI.URO.005-2.0,KIT,EQP,ENTER
2022-01-03T20:51:00.000000000+00:00,Washer,HNB-GIN.015-3.0,KIT,HNB,EXIT
2022-01-03T20:55:00.000000000+00:00,Inspection and Assembly Station,HNB-GIN.015-3.0,KIT,HNB,ENTER
2022-01-03T20:56:00.000000000+00:00,Inspection and Assembly Station,HNB-GIN.015-3.0,KIT,HNB,EXIT
2022-01-03T21:20:00.000000000+00:00,Sterilizer,HNB-GIN.015-3.0,KIT,HNB,ENTER
2022-01-04T07:01:00.000000000+00:00,Sterilizer,HNB-GIN.015-3.0,KIT,HNB,EXIT
2022-01-04T07:01:00.000000000+00:00,Storage,HNB-GIN.015-3.0,KIT,HNB,ENTER
2022-01-04T07:02:00.000000000+00:00,Storage,HNB-GIN.015-3.0,KIT,HNB,EXIT
2022-01-04T07:02:00.000000000+00:00,Hospital,HNB-GIN.015-3.0,KIT,HNB,ENTER
2022-01-04T12:37:00.000000000+00:00,Hospital Source,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,EXIT
2022-01-04T12:37:00.000000000+00:00,Hospital Source,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,ENTER
2022-01-04T12:37:00.000000000+00:00,Hospital Source,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,EXIT
2022-01-04T12:37:00.000000000+00:00,Hospital Source,HNB-CP.005-2.0,KIT,HNB,ENTER
2022-01-04T12:40:00.000000000+00:00,Hospital Source,HNB-CP.005-2.0,KIT,HNB,EXIT
2022-01-04T12:40:00.000000000+00:00,Hospital Source,HUBU-QUI.OPTICA-2.0,KIT,HUBU,ENTER
2022-01-04T12:42:00.000000000+00:00,Cleaning Station,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,ENTER
2022-01-04T12:42:00.000000000+00:00,Cleaning Station,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,EXIT
2022-01-04T12:43:00.000000000+00:00,Cleaning Station,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,ENTER
2022-01-04T12:43:00.000000000+00:00,Cleaning Station,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,EXIT
2022-01-04T12:44:00.000000000+00:00,Cleaning Station,HNB-CP.005-2.0,KIT,HNB,ENTER
2022-01-04T12:44:00.000000000+00:00,Cleaning Station,HNB-CP.005-2.0,KIT,HNB,EXIT
2022-01-04T12:53:00.000000000+00:00,Washer,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,ENTER
2022-01-04T12:53:00.000000000+00:00,Washer,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,ENTER
2022-01-04T12:53:00.000000000+00:00,Washer,HNB-CP.005-2.0,KIT,HNB,ENTER
2022-01-04T13:03:00.000000000+00:00,Hospital,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-04T13:05:00.000000000+00:00,Cleaning Station,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-04T13:05:00.000000000+00:00,Cleaning Station,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-04T13:25:00.000000000+00:00,Washer,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-04T13:36:00.000000000+00:00,Hospital Source,HUBU-QUI.OPTICA-2.0,KIT,HUBU,EXIT
2022-01-04T13:36:00.000000000+00:00,Hospital Source,HNB-CV.012-3.0,KIT,HNB,ENTER
2022-01-04T13:50:00.000000000+00:00,Cleaning Station,HUBU-QUI.OPTICA-2.0,KIT,HUBU,ENTER
2022-01-04T13:50:00.000000000+00:00,Cleaning Station,HUBU-QUI.OPTICA-2.0,KIT,HUBU,EXIT
2022-01-04T13:58:00.000000000+00:00,Washer,HUBU-QUI.OPTICA-2.0,KIT,HUBU,ENTER
2022-01-04T14:03:00.000000000+00:00,Washer,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,EXIT
2022-01-04T14:03:00.000000000+00:00,Washer,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,EXIT
2022-01-04T14:03:00.000000000+00:00,Washer,HNB-CP.005-2.0,KIT,HNB,EXIT
2022-01-04T14:07:00.000000000+00:00,Inspection and Assembly Station,HNB-CP.005-2.0,KIT,HNB,ENTER
2022-01-04T14:13:00.000000000+00:00,Inspection and Assembly Station,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,ENTER
2022-01-04T14:13:00.000000000+00:00,Inspection and Assembly Station,HNB-CP.005-2.0,KIT,HNB,EXIT
2022-01-04T14:14:00.000000000+00:00,Inspection and Assembly Station,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,EXIT
2022-01-04T14:15:00.000000000+00:00,Inspection and Assembly Station,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,ENTER
2022-01-04T14:16:00.000000000+00:00,Inspection and Assembly Station,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,EXIT
2022-01-04T14:41:00.000000000+00:00,Washer,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-04T14:58:00.000000000+00:00,Inspection and Assembly Station,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-04T14:58:00.000000000+00:00,Inspection and Assembly Station,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-04T15:00:00.000000000+00:00,Sterilizer,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,ENTER
2022-01-04T15:00:00.000000000+00:00,Sterilizer,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,ENTER
2022-01-04T15:00:00.000000000+00:00,Sterilizer,HNB-CP.005-2.0,KIT,HNB,ENTER
2022-01-04T15:00:00.000000000+00:00,Sterilizer,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-04T15:13:00.000000000+00:00,Washer,HUBU-QUI.OPTICA-2.0,KIT,HUBU,EXIT
2022-01-04T15:21:00.000000000+00:00,Inspection and Assembly Station,HUBU-QUI.OPTICA-2.0,KIT,HUBU,ENTER
2022-01-04T15:21:00.000000000+00:00,Inspection and Assembly Station,HUBU-QUI.OPTICA-2.0,KIT,HUBU,EXIT
2022-01-04T15:58:00.000000000+00:00,Sterilizer,HUBU-QUI.OPTICA-2.0,KIT,HUBU,ENTER
2022-01-04T16:38:00.000000000+00:00,Hospital,EQP-QUI.URO.010-3.0,KIT,EQP,EXIT
2022-01-04T16:38:00.000000000+00:00,Hospital Source,HNB-CV.012-3.0,KIT,HNB,EXIT
2022-01-04T16:38:00.000000000+00:00,Hospital Source,HNB-GIN.014-31.0,KIT,HNB,ENTER
2022-01-04T17:04:00.000000000+00:00,Cleaning Station,HNB-CV.012-3.0,KIT,HNB,ENTER
2022-01-04T17:04:00.000000000+00:00,Cleaning Station,HNB-CV.012-3.0,KIT,HNB,EXIT
2022-01-04T17:04:00.000000000+00:00,Cleaning Station,EQP-QUI.URO.010-3.0,KIT,EQP,ENTER
2022-01-04T17:04:00.000000000+00:00,Cleaning Station,EQP-QUI.URO.010-3.0,KIT,EQP,EXIT
2022-01-04T17:06:00.000000000+00:00,Washer,EQP-QUI.URO.010-3.0,KIT,EQP,ENTER
2022-01-04T17:06:00.000000000+00:00,Washer,HNB-CV.012-3.0,KIT,HNB,ENTER
2022-01-04T17:20:00.000000000+00:00,Sterilizer,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,EXIT
2022-01-04T17:20:00.000000000+00:00,Sterilizer,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,EXIT
2022-01-04T17:20:00.000000000+00:00,Sterilizer,HNB-CPL.008b-1.0,KIT,HNB,EXIT
2022-01-04T17:20:00.000000000+00:00,Storage,HNB-CPL.008b-1.0,KIT,HNB,ENTER
2022-01-04T17:20:00.000000000+00:00,Sterilizer,HNB-CP.005-2.0,KIT,HNB,EXIT
2022-01-04T17:20:00.000000000+00:00,Storage,HNB-CP.005-2.0,KIT,HNB,ENTER
2022-01-04T17:20:00.000000000+00:00,Storage,HUBU-HOS.VNEO.025-2.0,KIT,HUBU,ENTER
2022-01-04T17:20:00.000000000+00:00,Storage,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,ENTER
2022-01-04T17:22:00.000000000+00:00,Storage,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,EXIT
2022-01-04T17:22:00.000000000+00:00,Hospital,HUBU-HOS.VUCI.027-5.0,KIT,HUBU,ENTER
2022-01-04T17:37:00.000000000+00:00,Sterilizer,HUBU-QUI.OPTICA-2.0,KIT,HUBU,EXIT
2022-01-04T17:37:00.000000000+00:00,Storage,HUBU-QUI.OPTICA-2.0,KIT,HUBU,ENTER
2022-01-04T18:11:00.000000000+00:00,Washer,EQP-QUI.URO.010-3.0,KIT,EQP,EXIT
2022-01-04T18:11:00.000000000+00:00,Washer,HNB-CV.012-3.0,KIT,HNB,EXIT
2022-01-04T18:14:00.000000000+00:00,Inspection and Assembly Station,EQP-QUI.URO.010-3.0,KIT,EQP,ENTER
2022-01-04T18:15:00.000000000+00:00,Inspection and Assembly Station,EQP-QUI.URO.010-3.0,KIT,EQP,EXIT
